Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,SSD,HDD,Flash_Storage,Hybrid,Cpu_speed_GHz,Cpu_brand,Gpu_brand,Touchscreen,IPS,PPI
Dell,Gaming,15.6,16,Windows 10,2.65,1845.0,512.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,282.42
Lenovo,Notebook,15.6,4,Windows 10,2.1,493.0,128.0,0.0,0.0,0.0,2.3,Intel i5,Intel,0,0,100.45
Acer,Notebook,15.6,8,Windows 10,2.23,742.0,0.0,1000.0,0.0,0.0,2.7,Intel i7,Nvidia,0,0,141.21
Lenovo,Gaming,15.6,16,Windows 10,3.2,1749.0,512.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,141.21
Dell,Workstation,15.6,16,Windows 10,2.8,3055.0,256.0,1000.0,0.0,0.0,3.0,Intel Other,Nvidia,0,0,282.42
Lenovo,Gaming,15.6,16,No OS,2.4,1398.0,512.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
Dell,Notebook,15.6,6,Windows 10,2.3,439.0,0.0,1000.0,0.0,0.0,2.4,Intel i3,Intel,1,0,100.45
Dell,Ultrabook,13.3,8,Windows 10,1.21,1949.0,256.0,0.0,0.0,0.0,1.8,Intel i7,Intel,1,1,331.26
Dell,Ultrabook,13.3,8,Windows 10,1.2,1449.0,256.0,0.0,0.0,0.0,1.8,Intel i7,Intel,0,0,165.63
Lenovo,Notebook,15.6,8,Windows 10,2.2,597.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,100.45
Acer,Notebook,15.6,8,Linux,2.4,779.0,0.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
Asus,Gaming,17.3,16,Windows 10,2.9,1407.0,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,127.34
HP,Notebook,15.6,4,No OS,2.1,349.0,0.0,500.0,0.0,0.0,2.0,Intel i3,Intel,0,0,141.21
Lenovo,Notebook,15.6,8,No OS,2.2,549.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,141.21
Huawei,Ultrabook,13.0,8,Windows 10,1.05,1499.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,1,199.69
Dell,Ultrabook,13.3,8,Windows 10,1.4,931.88,256.0,0.0,0.0,0.0,1.8,Intel i7,AMD,0,1,165.63
Lenovo,Notebook,17.3,8,No OS,2.8,589.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,106.11
HP,Notebook,14.0,8,Windows 10,1.63,1031.0,256.0,0.0,0.0,0.0,1.8,Intel i7,Nvidia,0,0,157.35
Dell,Ultrabook,14.0,8,Windows 10,1.6,1149.0,256.0,0.0,0.0,0.0,1.6,Intel i5,Intel,0,0,157.35
Dell,2 in 1 Convertible,13.3,16,Windows 10,1.62,1279.0,512.0,0.0,0.0,0.0,1.8,Intel i7,Intel,1,0,165.63
Dell,Notebook,15.6,8,Linux,2.2,677.35,256.0,0.0,0.0,0.0,1.6,Intel i5,AMD,0,0,141.21
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.74,899.0,256.0,0.0,0.0,0.0,1.6,Intel i5,Intel,0,1,157.35
Toshiba,Ultrabook,13.3,8,Windows 10,1.2,1363.0,256.0,0.0,0.0,0.0,2.5,Intel i7,Intel,0,0,165.63
HP,Notebook,15.6,8,Windows 10,2.1,794.0,0.0,1000.0,0.0,0.0,1.6,Intel i5,Intel,0,0,141.21
Dell,Gaming,17.3,16,Windows 10,4.42,2456.34,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,127.34
Acer,Notebook,15.6,8,Windows 10,2.2,832.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Nvidia,0,0,141.21
Dell,Notebook,15.6,16,Windows 10,2.3,859.01,0.0,1000.0,0.0,0.0,2.7,Intel i7,AMD,1,0,141.21
Asus,Notebook,15.6,8,Windows 10,2.0,769.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,141.21
Asus,Notebook,17.3,8,Windows 10,2.69,891.0,256.0,500.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,127.34
HP,Notebook,15.6,8,Windows 10,1.9,1269.0,0.0,1000.0,0.0,0.0,2.7,Intel i7,AMD,0,0,141.21
Asus,Notebook,15.6,4,Windows 10,2.37,398.99,0.0,1000.0,0.0,0.0,2.4,Intel i3,Intel,0,0,100.45
HP,Notebook,15.6,4,Windows 10,2.1,330.0,0.0,500.0,0.0,0.0,1.5,AMD,AMD,0,0,100.45
Lenovo,Gaming,15.6,16,Windows 10,3.2,1499.0,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,141.21
Dell,Notebook,14.0,8,Windows 10,1.6,859.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,157.35
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,689.0,256.0,0.0,0.0,0.0,2.3,Intel i5,Intel,1,1,165.63
Dell,Notebook,15.6,16,Linux,2.36,899.0,256.0,0.0,0.0,0.0,2.7,Intel i7,AMD,0,0,141.21
Acer,Notebook,15.6,4,Linux,2.1,390.0,0.0,1000.0,0.0,0.0,2.0,Intel i3,Intel,0,0,100.45
Asus,Notebook,15.6,4,Windows 10,2.2,575.0,128.0,1000.0,0.0,0.0,2.5,AMD,AMD,0,0,141.21
Asus,Gaming,17.3,32,Windows 10,4.7,3890.0,512.0,1000.0,0.0,0.0,2.9,Intel i7,Nvidia,0,0,127.34
Acer,Gaming,15.6,8,Windows 10,2.5,846.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Nvidia,0,1,141.21
Lenovo,Notebook,15.6,8,Windows 10,2.2,589.0,128.0,0.0,0.0,0.0,2.0,Intel i3,Intel,0,0,100.45
Asus,Notebook,17.3,8,Windows 10,2.1,1145.0,128.0,1000.0,0.0,0.0,1.8,Intel i7,Nvidia,0,0,127.34
Asus,Notebook,17.3,8,No OS,2.69,889.0,128.0,1000.0,0.0,0.0,2.7,Intel i7,Nvidia,0,0,127.34
Dell,Gaming,15.6,8,Windows 10,2.56,879.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,141.21
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.38,1079.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,1,1,158.48
Dell,Notebook,15.6,8,Windows 10,2.2,985.0,128.0,2000.0,0.0,0.0,1.8,Intel i7,AMD,0,0,141.21
HP,Notebook,15.6,8,Windows 10,2.04,559.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,Intel,1,0,100.45
Asus,Gaming,17.3,16,Windows 10,3.6,2999.0,256.0,0.0,0.0,0.0,2.9,Intel i7,Nvidia,0,0,127.34
HP,Notebook,13.3,4,Windows 10,1.49,675.0,0.0,500.0,0.0,0.0,1.6,Intel i5,Intel,0,1,165.63
Apple,Ultrabook,13.3,8,macOS,1.37,2040.0,512.0,0.0,0.0,0.0,3.1,Intel i5,Intel,0,1,226.98
Dell,2 in 1 Convertible,15.6,8,Windows 10,2.08,819.0,0.0,1000.0,0.0,0.0,1.8,Intel i7,Intel,1,1,141.21
Asus,Gaming,17.3,16,Windows 10,4.3,1799.0,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,127.34
Asus,Notebook,15.6,4,Windows 10,1.68,469.0,0.0,1000.0,0.0,0.0,3.0,AMD,AMD,0,0,100.45
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.37,1849.0,512.0,0.0,0.0,0.0,1.8,Intel i7,Intel,1,1,158.48
Acer,Notebook,17.3,4,Windows 10,3.0,702.0,256.0,0.0,0.0,0.0,2.7,Intel i3,Nvidia,0,1,127.34
Dell,Ultrabook,13.3,8,Windows 10,1.41,949.0,256.0,0.0,0.0,0.0,1.6,Intel i5,Intel,0,0,165.63
HP,Notebook,15.6,8,Windows 10,1.91,445.9,128.0,0.0,0.0,0.0,2.5,AMD,AMD,0,0,100.45
HP,Notebook,17.3,16,Windows 10,2.9,1059.0,0.0,1000.0,0.0,0.0,1.8,Intel i7,Nvidia,0,1,127.34
MSI,Gaming,17.3,16,Windows 10,4.14,2499.0,512.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,127.34
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,1699.0,512.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,1,1,141.21
Dell,Notebook,17.3,8,Windows 10,2.8,1142.0,128.0,1000.0,0.0,0.0,1.8,Intel i7,AMD,0,0,127.34
Lenovo,Notebook,15.6,4,No OS,2.2,444.0,256.0,0.0,0.0,0.0,2.0,Intel i3,Intel,0,0,141.21
HP,Notebook,15.6,4,Windows 10,2.1,722.0,0.0,500.0,0.0,0.0,1.6,Intel i5,Intel,0,1,141.21
Dell,Notebook,15.6,4,Windows 10,2.18,657.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,Intel,0,0,141.21
Dell,Notebook,15.6,8,Windows 10,2.24,565.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,AMD,0,0,141.21
Dell,2 in 1 Convertible,15.6,8,Windows 10,2.67,799.0,256.0,0.0,0.0,0.0,1.6,Intel i5,Intel,1,0,141.21
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,1499.0,1024.0,0.0,0.0,0.0,1.8,Intel i7,Intel,1,0,165.63
Lenovo,Notebook,15.6,4,No OS,2.2,467.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,Intel,0,0,141.21
HP,Notebook,17.3,8,Windows 10,2.5,1018.0,0.0,1000.0,0.0,0.0,1.8,Intel i7,Nvidia,0,0,127.34
Lenovo,Notebook,15.6,8,Windows 10,2.05,880.0,256.0,0.0,0.0,0.0,1.8,Intel i7,Intel,0,0,141.21
Apple,Ultrabook,13.3,8,macOS,1.37,1958.9,512.0,0.0,0.0,0.0,2.9,Intel i5,Intel,0,1,226.98
Asus,Gaming,17.3,16,Windows 10,3.2,1549.0,256.0,1000.0,0.0,0.0,3.0,AMD,AMD,0,0,127.34
Dell,Notebook,15.6,8,Linux,2.14,735.07,256.0,0.0,0.0,0.0,1.8,Intel i7,AMD,0,0,141.21
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.36,2499.0,512.0,0.0,0.0,0.0,2.6,Intel i7,Intel,1,0,209.8
Toshiba,Notebook,15.6,8,Windows 10,2.2,812.0,0.0,500.0,0.0,0.0,2.5,Intel i7,Nvidia,0,0,100.45
Dell,Notebook,15.6,12,Windows 10,2.3,713.07,0.0,1000.0,0.0,0.0,2.7,Intel i7,Intel,0,0,100.45
Dell,Notebook,17.3,8,Linux,2.8,1099.0,128.0,1000.0,0.0,0.0,1.8,Intel i7,AMD,0,0,127.34
Acer,Notebook,15.6,8,Windows 10,2.2,745.0,0.0,1000.0,0.0,0.0,1.8,Intel i7,Nvidia,0,1,141.21
Lenovo,Notebook,17.3,4,Windows 10,2.8,489.0,0.0,1000.0,0.0,0.0,2.0,Intel i3,Intel,0,0,106.11
Lenovo,Notebook,17.3,8,No OS,2.8,849.0,0.0,2000.0,0.0,0.0,1.8,Intel i7,Nvidia,0,0,127.34
Lenovo,Notebook,17.3,6,Windows 10,2.8,859.0,128.0,1000.0,0.0,0.0,2.7,Intel i7,Nvidia,0,0,106.11
Dell,Notebook,15.6,4,Linux,2.25,428.0,0.0,1000.0,0.0,0.0,2.0,Intel i3,AMD,0,0,141.21
Lenovo,Gaming,15.6,8,Windows 10,2.5,829.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Nvidia,0,1,141.21
Lenovo,Notebook,15.6,6,Windows 10,2.2,579.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,141.21
Acer,Notebook,15.6,8,Windows 10,3.0,951.0,256.0,0.0,0.0,0.0,1.8,Intel i7,Nvidia,0,1,141.21
Acer,Notebook,15.6,12,Windows 10,2.15,659.0,0.0,1000.0,0.0,0.0,2.7,Intel i7,Intel,1,1,141.21
Lenovo,Notebook,15.6,8,Windows 10,1.95,1097.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,1,141.21
Asus,Ultrabook,15.6,8,Windows 10,1.7,977.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,141.21
Lenovo,Gaming,15.6,16,Windows 10,2.5,1179.0,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,141.21
Lenovo,Notebook,15.6,8,No OS,2.2,659.01,0.0,1000.0,0.0,0.0,2.7,Intel i7,Nvidia,0,0,141.21
Acer,Notebook,15.6,2,Chrome OS,2.19,199.0,16.0,0.0,0.0,0.0,1.5,Intel Other,Intel,0,0,100.45
Asus,Gaming,17.3,8,Windows 10,3.0,1187.0,0.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,127.34
HP,Notebook,17.3,8,Windows 10,2.54,489.0,0.0,1000.0,0.0,0.0,2.0,Intel i3,Intel,0,0,106.11
Dell,Notebook,15.6,8,Windows 10,2.0,1829.0,256.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
Lenovo,Notebook,15.6,8,Windows 10,2.05,739.0,256.0,0.0,0.0,0.0,1.6,Intel i5,Intel,0,0,141.21
Lenovo,Gaming,15.6,8,Windows 10,3.2,1299.0,0.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,141.21
Acer,Notebook,15.6,8,Linux,2.5,979.0,256.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
Dell,Workstation,17.3,16,Windows 10,3.42,2884.86,256.0,0.0,0.0,0.0,2.9,Intel i7,Nvidia,0,0,127.34
Lenovo,Notebook,15.6,6,Windows 10,2.4,499.0,0.0,1000.0,0.0,0.0,2.4,AMD,AMD,0,0,141.21
Asus,Ultrabook,15.6,16,Windows 10,1.63,1468.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Nvidia,0,0,141.21
Asus,Notebook,14.0,4,Windows 10,1.3,509.0,128.0,0.0,0.0,0.0,2.4,Intel i3,Intel,0,0,111.94
Asus,Gaming,17.3,16,Windows 10,2.9,2122.0,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,127.34
Lenovo,Notebook,17.3,6,Windows 10,2.8,649.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,106.11
Lenovo,Notebook,15.6,8,No OS,2.2,549.0,0.0,2000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,100.45
Asus,Gaming,15.6,8,Windows 10,2.5,1265.0,128.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
Lenovo,Notebook,15.6,4,No OS,2.2,359.99,0.0,1000.0,0.0,0.0,1.1,Intel Other,Intel,0,0,100.45
HP,2 in 1 Convertible,13.3,16,Windows 10,1.28,1975.0,256.0,0.0,0.0,0.0,2.8,Intel i7,Intel,1,0,165.63
Toshiba,Notebook,15.6,8,Windows 10,2.2,1043.0,256.0,0.0,0.0,0.0,2.5,Intel i7,Nvidia,0,1,141.21
Lenovo,Notebook,15.6,8,Windows 10,2.3,819.0,128.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,141.21
HP,Notebook,15.6,4,Windows 10,1.86,469.0,0.0,1000.0,0.0,0.0,2.0,Intel i3,Intel,0,0,141.21
Lenovo,Notebook,13.3,8,Windows 10,1.1,999.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,1,165.63
Dell,Ultrabook,13.3,16,Windows 10,1.21,2499.0,1000.0,0.0,0.0,0.0,1.8,Intel i7,Intel,1,1,331.26
MSI,Gaming,15.6,16,Windows 10,2.8,2099.0,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,141.21
Acer,Notebook,15.6,8,Windows 10,2.23,469.0,256.0,0.0,0.0,0.0,2.2,AMD,AMD,0,0,141.21
Asus,2 in 1 Convertible,11.6,2,Windows 10,1.1,275.0,0.0,0.0,32.0,0.0,1.1,Intel Other,Intel,1,0,135.09
Dell,Notebook,15.6,8,Windows 10,2.33,844.0,128.0,1000.0,0.0,0.0,1.6,Intel i5,AMD,0,0,141.21
HP,2 in 1 Convertible,13.3,16,Windows 10,1.29,2449.0,1000.0,0.0,0.0,0.0,1.8,Intel i7,Intel,1,1,331.26
Lenovo,Notebook,13.3,4,Chrome OS,1.45,459.9,0.0,0.0,16.0,0.0,1.6,Intel Other,Intel,0,0,117.83
HP,Notebook,14.0,8,Windows 10,1.95,980.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,157.35
Acer,Notebook,11.6,4,Windows 10,1.4,485.0,0.0,0.0,128.0,0.0,1.6,Intel Other,Intel,0,0,135.09
HP,Notebook,14.0,8,Windows 10,1.48,1292.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,0,157.35
Lenovo,Notebook,17.3,4,Windows 10,2.79,589.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,106.11
Asus,Notebook,14.0,8,Windows 10,2.0,1094.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,0,157.35
HP,Notebook,15.6,8,Windows 10,2.1,902.0,0.0,1000.0,0.0,0.0,1.8,Intel i7,Intel,0,1,100.45
Acer,Notebook,15.6,8,Windows 10,2.2,659.0,256.0,0.0,0.0,0.0,2.7,AMD,AMD,0,0,100.45
Lenovo,Notebook,14.0,4,Windows 10,1.44,292.0,0.0,0.0,32.0,0.0,1.1,Intel Other,Intel,0,0,111.94
Acer,Notebook,15.6,6,Windows 10,2.23,549.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,Intel,0,0,100.45
Asus,Ultrabook,15.6,8,Windows 10,1.7,1049.9,256.0,0.0,0.0,0.0,2.7,Intel i7,Nvidia,0,0,141.21
HP,Ultrabook,12.5,8,Windows 10,1.26,1335.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,0,176.23
Dell,Notebook,15.6,32,Windows 10,2.06,2639.0,1000.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,1,0,282.42
MSI,Gaming,17.3,8,Windows 10,2.7,1199.0,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,127.34
Toshiba,Notebook,15.6,8,Windows 10,2.0,943.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,1,141.21
Asus,Notebook,14.0,8,Windows 10,2.0,1334.0,256.0,1000.0,0.0,0.0,2.7,Intel i7,Intel,0,0,157.35
Lenovo,Notebook,15.6,4,Windows 10,1.85,449.0,0.0,1000.0,0.0,0.0,2.0,Intel i3,Intel,0,0,141.21
Asus,Gaming,15.6,8,Windows 10,2.5,999.0,256.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
HP,Notebook,14.0,8,Windows 10,1.48,1268.0,256.0,0.0,0.0,0.0,2.6,Intel i5,Intel,0,0,157.35
Dell,Ultrabook,15.6,8,Windows 10,1.9,1049.0,128.0,1000.0,0.0,0.0,1.6,Intel i5,Nvidia,0,1,141.21
HP,Notebook,15.6,8,Windows 10,1.84,1144.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,141.21
Asus,Notebook,15.6,4,Linux,2.0,274.99,0.0,1000.0,0.0,0.0,1.1,Intel Other,Intel,0,0,100.45
Dell,Notebook,15.6,8,Windows 10,2.0,1142.75,256.0,0.0,0.0,0.0,1.6,Intel i5,Nvidia,0,0,141.21
Dell,Notebook,15.6,4,Linux,2.2,274.9,0.0,500.0,0.0,0.0,1.6,Intel Other,Intel,0,0,100.45
Lenovo,Notebook,15.6,12,Windows 10,2.2,899.0,0.0,2000.0,0.0,0.0,3.6,AMD,AMD,0,0,141.21
HP,Notebook,15.6,8,Windows 10,2.1,716.0,0.0,1000.0,0.0,0.0,2.4,Intel i3,Nvidia,0,1,141.21
Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1.4,2099.0,512.0,0.0,0.0,0.0,1.8,Intel i7,Intel,1,1,316.97
Dell,Ultrabook,13.3,8,Windows 10,1.2,1579.0,256.0,0.0,0.0,0.0,1.8,Intel i7,Intel,0,0,165.63
Lenovo,Gaming,15.6,16,Windows 10,2.4,1129.0,256.0,2000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,141.21
HP,Notebook,14.0,2,Windows 10,1.44,279.0,0.0,0.0,32.0,0.0,1.6,Intel Other,Intel,0,0,111.94
Dell,Ultrabook,15.6,16,Windows 10,1.88,1607.96,768.0,0.0,0.0,0.0,1.9,Intel i7,Intel,0,0,141.21
Asus,2 in 1 Convertible,11.6,4,Windows 10,1.5,375.0,0.0,0.0,32.0,0.0,1.1,Intel Other,Intel,1,0,135.09
Dell,Ultrabook,15.6,8,Windows 10,1.9,663.0,0.0,1000.0,0.0,0.0,1.6,Intel i5,AMD,0,0,141.21
Dell,Notebook,15.6,16,Windows 10,2.06,2027.42,512.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,1,0,282.42
HP,Notebook,15.6,8,Windows 10,1.84,1304.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,0,141.21
MSI,Gaming,17.3,8,Windows 10,2.7,1409.0,128.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,127.34
HP,Workstation,15.6,8,Windows 10,2.6,1738.27,256.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
Toshiba,Notebook,15.6,16,Windows 10,2.4,1403.0,512.0,0.0,0.0,0.0,2.5,Intel i7,Nvidia,0,1,141.21
Dell,Notebook,15.6,8,Windows 10,2.02,970.9,128.0,2000.0,0.0,0.0,1.8,Intel i7,AMD,0,0,141.21
Lenovo,Notebook,15.6,4,No OS,2.2,321.99,0.0,1000.0,0.0,0.0,1.1,Intel Other,Intel,0,0,100.45
Dell,Gaming,15.6,8,Windows 10,2.65,999.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,141.21
Dell,Notebook,15.6,8,Windows 10,2.36,557.37,0.0,2000.0,0.0,0.0,2.5,Intel i5,Intel,1,0,100.45
Dell,Notebook,14.0,8,Windows 10,1.36,1427.0,256.0,0.0,0.0,0.0,2.6,Intel i5,Intel,0,0,157.35
HP,Notebook,15.6,4,Windows 10,1.86,439.0,0.0,500.0,0.0,0.0,2.0,Intel i3,Intel,0,0,100.45
Asus,Notebook,14.0,8,Windows 10,2.0,945.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,157.35
Lenovo,Notebook,17.3,6,Windows 10,2.8,719.0,128.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,106.11
HP,Notebook,15.6,8,Windows 10,1.86,639.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,Intel,0,0,141.21
Lenovo,Notebook,15.6,8,No OS,2.2,499.0,256.0,0.0,0.0,0.0,2.0,Intel i3,Nvidia,0,0,100.45
HP,Notebook,15.6,8,Windows 10,2.04,389.0,0.0,2000.0,0.0,0.0,1.6,Intel Other,Intel,0,0,100.45
Dell,Notebook,17.3,8,Windows 10,2.8,1085.0,128.0,1000.0,0.0,0.0,1.6,Intel i5,AMD,0,0,127.34
Lenovo,Gaming,15.6,8,No OS,2.4,809.0,128.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,1,141.21
Dell,Notebook,15.6,8,Windows 10,2.33,899.0,256.0,0.0,0.0,0.0,2.7,Intel i7,AMD,0,0,141.21
HP,Ultrabook,14.0,8,Windows 10,1.36,1750.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,1,157.35
Asus,2 in 1 Convertible,15.6,12,Windows 10,2.26,1099.0,512.0,2000.0,0.0,0.0,2.7,Intel i7,Nvidia,1,0,141.21
Acer,Notebook,15.6,4,Windows 10,2.1,426.0,128.0,0.0,0.0,0.0,3.0,AMD,AMD,0,0,100.45
Asus,Gaming,17.3,16,Windows 10,3.25,2199.0,256.0,1000.0,0.0,0.0,3.0,AMD,AMD,0,1,127.34
Lenovo,Notebook,17.3,4,Windows 10,2.6,489.0,128.0,0.0,0.0,0.0,2.2,AMD,AMD,0,0,106.11
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,869.01,256.0,0.0,0.0,0.0,1.8,Intel i7,Intel,1,0,165.63
HP,Notebook,15.6,4,Windows 10,1.91,488.99,256.0,0.0,0.0,0.0,3.0,AMD,AMD,0,0,141.21
Lenovo,Netbook,11.6,4,Windows 10,1.59,553.0,128.0,0.0,0.0,0.0,1.1,Intel Other,Intel,0,1,135.09
Dell,Notebook,15.6,4,Windows 10,1.8,309.0,0.0,500.0,0.0,0.0,1.6,Intel Other,Intel,0,0,100.45
Asus,Notebook,14.0,4,Windows 10,1.5,286.0,0.0,0.0,32.0,0.0,1.1,Intel Other,Intel,0,0,111.94
Acer,Notebook,15.6,8,Linux,2.4,846.0,0.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
HP,Gaming,17.3,8,Windows 10,3.35,1191.0,128.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,127.34
Lenovo,Notebook,15.6,4,No OS,1.85,403.5,128.0,0.0,0.0,0.0,2.0,Intel i3,Intel,0,0,141.21
Asus,Gaming,15.6,8,Windows 10,2.3,1655.0,128.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,141.21
Lenovo,Notebook,14.0,8,Windows 10,1.5,1099.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Nvidia,0,1,157.35
Asus,Ultrabook,13.3,16,Windows 10,1.1,1748.9,512.0,0.0,0.0,0.0,2.7,Intel i7,Intel,1,0,165.63
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,2282.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,1,209.8
Lenovo,Notebook,13.3,4,Windows 10,1.5,549.0,128.0,0.0,0.0,0.0,2.4,Intel i3,Intel,0,1,165.63
Dell,Workstation,15.6,8,Windows 10,2.23,1369.0,0.0,500.0,0.0,0.0,2.6,Intel i5,AMD,0,0,141.21
Dell,Workstation,15.6,8,Windows 10,2.0,2135.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Nvidia,0,1,141.21
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.42,2509.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Intel,1,0,209.8
Asus,Gaming,17.3,8,Windows 10,3.0,1039.0,0.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,127.34
Asus,Gaming,17.3,16,Windows 10,3.0,1591.0,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,127.34
Acer,Notebook,15.6,12,Windows 10,2.2,693.99,0.0,1000.0,0.0,0.0,1.6,Intel i5,Nvidia,0,1,100.45
MSI,Gaming,17.3,8,Windows 10,2.7,1349.0,256.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,127.34
Dell,Notebook,15.6,8,Linux,2.33,778.87,256.0,0.0,0.0,0.0,2.7,Intel i7,AMD,0,0,141.21
HP,Ultrabook,15.6,4,Windows 10,1.91,499.0,256.0,0.0,0.0,0.0,3.0,AMD,AMD,0,0,141.21
Lenovo,Notebook,15.6,8,Windows 10,2.1,1229.56,256.0,0.0,0.0,0.0,1.8,Intel i7,AMD,0,1,141.21
Lenovo,Notebook,14.0,8,Windows 10,1.9,938.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,1,157.35
Dell,Workstation,15.6,8,Windows 10,1.78,2712.0,256.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,1,0,282.42
Lenovo,Ultrabook,14.0,16,Windows 10,1.13,2625.0,1000.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,1,209.8
